customer_id,product_id,journey_pattern,pattern_length_stages,duration_days,final_stage_reached,avg_campaign_opens,avg_campaign_clicks,conversion_flag_journey,avg_product_in_cart,pattern_year,success_rate_for_year
CUST0249,PROD011,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0249,PROD011,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0249,PROD020,Lead,1,0,Lead,1.03,0.0,No,1.03,2024,0.63
CUST0249,PROD028,Lead,1,0,Lead,1.03,0.0,No,1.03,2024,0.63
CUST0250,PROD033,Lead,1,0,Lead,1.03,0.0,No,0.0,2024,0.63
CUST0250,PROD050,Lead -> Awareness -> Consideration -> Purchase,4,24,Purchase,1.0,0.0,Yes,0.75,2023,0.6
CUST0251,PROD004,Lead -> Consideration -> Awareness -> Purchase,4,38,Purchase,1.03,1.03,No,0.26,2024,0.63
CUST0251,PROD014,Lead,1,0,Lead,1.03,0.0,No,0.0,2024,0.63
CUST0251,PROD015,Lead -> Awareness,2,14,Awareness,1.0,0.0,No,1.0,2023,0.6
CUST0253,PROD041,Lead,1,0,Lead,0.0,0.0,No,1.0,2023,0.6
CUST0253,PROD043,Lead -> Awareness,2,13,Awareness,1.0,1.0,No,1.0,2023,0.6
CUST0253,PROD048,Lead -> Awareness -> Consideration -> Purchase -> Service,5,55,Service,1.0,1.0,Yes,0.6,2023,0.6
CUST0254,PROD005,Lead -> Awareness -> Consideration -> Purchase,4,45,Purchase,1.0,0.0,Yes,0.25,2023,0.6
CUST0254,PROD036,Lead -> Awareness -> Consideration,3,29,Consideration,1.0,0.0,No,1.0,2023,0.6
CUST0255,PROD002,Lead -> Awareness -> Consideration,3,18,Consideration,1.03,1.03,No,1.03,2024,0.63
CUST0255,PROD004,Lead -> Consideration -> Awareness -> Purchase,4,29,Purchase,1.0,0.0,No,0.75,2023,0.6
CUST0256,PROD015,Lead -> Awareness -> Consideration -> Purchase -> Service,5,43,Service,1.0,1.0,Yes,0.8,2023,0.6
CUST0256,PROD018,Lead -> Awareness,2,6,Awareness,0.0,0.0,No,0.52,2024,0.63
CUST0256,PROD030,Lead -> Consideration -> Awareness -> Purchase,4,20,Purchase,0.0,0.0,No,0.52,2024,0.63
CUST0256,PROD030,Lead,1,0,Lead,1.03,1.03,No,1.03,2024,0.63
CUST0256,PROD050,Lead -> Consideration -> Awareness -> Purchase,4,33,Purchase,1.0,0.0,No,1.0,2023,0.6
CUST0257,PROD034,Lead -> Awareness -> Consideration -> Purchase,4,45,Purchase,1.0,0.0,Yes,0.75,2023,0.6
CUST0257,PROD044,Lead -> Awareness -> Consideration -> Purchase,4,36,Purchase,1.03,0.0,Yes,0.77,2024,0.63
CUST0258,PROD045,Lead -> Awareness -> Consideration -> Purchase,4,29,Purchase,1.03,1.03,No,1.03,2024,0.63
CUST0259,PROD025,Lead,1,0,Lead,1.0,0.0,No,0.0,2023,0.6
CUST0259,PROD036,Lead -> Awareness,2,5,Awareness,1.03,0.0,No,0.52,2024,0.63
CUST0261,PROD012,Lead -> Awareness,2,12,Awareness,1.0,1.0,No,0.5,2023,0.6
CUST0262,PROD005,Lead -> Awareness,2,14,Awareness,1.03,0.0,No,0.52,2024,0.63
CUST0262,PROD043,Lead -> Awareness -> Consideration,3,24,Consideration,1.0,0.0,No,0.67,2023,0.6
CUST0263,PROD006,Lead -> Awareness,2,12,Awareness,1.0,0.0,No,0.5,2023,0.6
CUST0264,PROD002,Lead -> Awareness -> Loyalty -> Consideration -> Purchase -> Service,6,59,Service,1.03,0.0,Yes,1.03,2024,0.63
CUST0264,PROD004,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0264,PROD014,Lead,1,0,Lead,1.0,1.0,No,0.0,2023,0.6
CUST0264,PROD025,Lead -> Awareness -> Consideration -> Purchase,4,18,Purchase,1.03,0.0,Yes,1.03,2024,0.63
CUST0264,PROD036,Lead -> Awareness -> Service -> Consideration -> Purchase,5,36,Purchase,0.0,0.0,Yes,0.62,2024,0.63
CUST0265,PROD015,Lead -> Awareness -> Consideration -> Purchase,4,45,Purchase,1.03,1.03,No,0.77,2024,0.63
CUST0265,PROD032,Lead -> Awareness -> Consideration,3,17,Consideration,1.03,1.03,No,0.34,2024,0.63
CUST0266,PROD003,Lead -> Awareness -> Consideration -> Service -> Purchase,5,45,Purchase,0.0,0.0,Yes,0.41,2024,0.63
CUST0266,PROD022,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0266,PROD033,Lead -> Awareness -> Purchase -> Consideration,4,25,Consideration,1.0,0.0,No,0.5,2023,0.6
CUST0267,PROD006,Lead -> Awareness -> Consideration -> Purchase,4,21,Purchase,0.0,0.0,No,0.77,2024,0.63
CUST0267,PROD027,Lead -> Awareness -> Consideration -> Purchase,4,14,Purchase,0.0,0.0,Yes,0.5,2023,0.6
CUST0267,PROD040,Lead,1,0,Lead,1.0,0.0,No,0.0,2023,0.6
CUST0267,PROD048,Lead -> Awareness -> Purchase -> Consideration -> Service,5,43,Service,1.0,0.0,Yes,0.6,2023,0.6
CUST0268,PROD013,Lead -> Consideration -> Awareness,3,13,Awareness,1.0,1.0,No,1.0,2023,0.6
CUST0269,PROD005,Lead -> Awareness -> Consideration -> Purchase,4,23,Purchase,1.0,0.0,Yes,0.5,2023,0.6
CUST0269,PROD043,Lead -> Awareness -> Consideration,3,29,Consideration,1.03,1.03,No,1.03,2024,0.63
CUST0269,PROD045,Lead -> Awareness,2,4,Awareness,1.03,0.0,No,1.03,2024,0.63
CUST0270,PROD004,Lead -> Awareness -> Consideration,3,26,Consideration,1.0,1.0,No,0.67,2023,0.6
CUST0270,PROD009,Lead,1,0,Lead,0.0,0.0,No,1.03,2024,0.63
CUST0270,PROD014,Lead,1,0,Lead,1.0,0.0,No,0.0,2023,0.6
CUST0270,PROD018,Lead -> Awareness -> Consideration -> Purchase -> Service -> Loyalty -> Advocacy,7,84,Advocacy,1.03,1.03,Yes,0.74,2024,0.63
CUST0270,PROD047,Lead -> Awareness -> Consideration -> Purchase -> Service,5,35,Service,1.0,1.0,Yes,0.8,2023,0.6
CUST0271,PROD014,Lead -> Awareness,2,12,Awareness,1.0,1.0,No,1.0,2023,0.6
CUST0271,PROD033,Lead -> Awareness -> Consideration -> Purchase,4,20,Purchase,1.03,0.0,No,0.52,2024,0.63
CUST0271,PROD041,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0272,PROD003,Lead -> Awareness -> Consideration -> Purchase,4,36,Purchase,1.0,0.0,No,0.5,2023,0.6
CUST0272,PROD005,Lead -> Awareness -> Consideration,3,19,Consideration,1.03,1.03,No,0.69,2024,0.63
CUST0272,PROD019,Lead -> Consideration -> Awareness -> Purchase -> Service -> Loyalty,6,50,Loyalty,1.03,1.03,Yes,0.69,2024,0.63
CUST0273,PROD001,Lead -> Awareness,2,9,Awareness,1.0,1.0,No,0.5,2023,0.6
CUST0273,PROD020,Lead -> Awareness -> Consideration -> Purchase -> Service,5,52,Service,1.0,0.0,Yes,0.8,2023,0.6
CUST0273,PROD031,Lead -> Awareness -> Purchase -> Consideration,4,26,Consideration,1.0,1.0,Yes,0.5,2023,0.6
CUST0274,PROD027,Lead -> Awareness -> Consideration -> Purchase -> Service -> Loyalty,6,65,Loyalty,1.0,1.0,Yes,0.5,2023,0.6
CUST0274,PROD030,Lead -> Awareness,2,14,Awareness,1.0,0.0,No,1.0,2023,0.6
CUST0274,PROD033,Lead -> Awareness,2,4,Awareness,1.03,0.0,No,0.52,2024,0.63
CUST0274,PROD038,Lead,1,0,Lead,1.03,0.0,No,1.03,2024,0.63
CUST0275,PROD021,Lead -> Awareness -> Consideration,3,19,Consideration,1.03,0.0,No,1.03,2024,0.63
CUST0275,PROD037,Lead,1,0,Lead,1.03,1.03,No,1.03,2024,0.63
CUST0275,PROD047,Lead -> Awareness,2,12,Awareness,0.0,0.0,No,0.5,2023,0.6
CUST0276,PROD006,Lead -> Awareness -> Purchase -> Consideration -> Service,5,39,Service,1.03,1.03,Yes,0.62,2024,0.63
CUST0276,PROD020,Lead -> Awareness -> Consideration,3,18,Consideration,0.0,0.0,No,0.67,2023,0.6
CUST0276,PROD041,Lead -> Awareness -> Consideration -> Purchase -> Service -> Loyalty,6,55,Loyalty,1.03,0.0,Yes,0.86,2024,0.63
CUST0277,PROD028,Lead,1,0,Lead,1.03,1.03,No,0.0,2024,0.63
CUST0277,PROD050,Lead -> Awareness,2,4,Awareness,1.0,0.0,No,0.5,2023,0.6
CUST0278,PROD002,Lead,1,0,Lead,1.03,0.0,No,1.03,2024,0.63
CUST0278,PROD010,Lead -> Awareness -> Consideration -> Purchase,4,30,Purchase,1.03,0.0,Yes,0.52,2024,0.63
CUST0278,PROD031,Lead -> Awareness -> Consideration -> Purchase,4,39,Purchase,1.0,0.0,Yes,0.5,2023,0.6
CUST0279,PROD001,Lead -> Awareness -> Consideration,3,13,Consideration,1.03,1.03,No,1.03,2024,0.63
CUST0279,PROD006,Lead -> Awareness -> Purchase -> Consideration,4,22,Consideration,1.0,0.0,No,0.75,2023,0.6
CUST0280,PROD011,Lead -> Awareness -> Consideration -> Purchase -> Service -> Loyalty,6,39,Loyalty,1.03,0.0,Yes,1.03,2024,0.63
CUST0282,PROD039,Lead -> Awareness -> Consideration,3,10,Consideration,0.0,0.0,No,0.33,2023,0.6
CUST0283,PROD040,Lead -> Consideration -> Awareness -> Purchase -> Service -> Loyalty,6,59,Loyalty,1.0,1.0,Yes,0.83,2023,0.6
CUST0283,PROD041,Lead -> Awareness -> Consideration -> Loyalty -> Service -> Purchase,6,41,Purchase,1.0,0.0,Yes,0.5,2023,0.6
CUST0284,PROD043,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0285,PROD045,Lead -> Awareness -> Consideration,3,15,Consideration,1.0,1.0,No,0.33,2023,0.6
CUST0286,PROD001,Lead -> Awareness -> Consideration,3,11,Consideration,0.0,0.0,No,0.69,2024,0.63
CUST0286,PROD015,Lead -> Awareness -> Consideration -> Purchase -> Service,5,31,Service,1.0,1.0,Yes,0.6,2023,0.6
CUST0286,PROD040,Lead,1,0,Lead,1.0,0.0,No,0.0,2023,0.6
CUST0286,PROD043,Lead -> Awareness -> Consideration -> Loyalty -> Purchase -> Service,6,52,Service,0.0,0.0,Yes,1.0,2023,0.6
CUST0286,PROD045,Lead -> Awareness -> Consideration,3,23,Consideration,1.03,0.0,No,1.03,2024,0.63
CUST0287,PROD002,Lead -> Awareness -> Purchase -> Consideration,4,25,Consideration,1.0,0.0,Yes,0.75,2023,0.6
CUST0287,PROD014,Lead -> Awareness -> Consideration -> Purchase,4,29,Purchase,0.0,0.0,No,1.0,2023,0.6
CUST0287,PROD028,Lead,1,0,Lead,1.0,1.0,No,0.0,2023,0.6
CUST0287,PROD047,Lead -> Awareness,2,8,Awareness,1.03,0.0,No,1.03,2024,0.63
CUST0287,PROD049,Lead -> Awareness -> Purchase -> Consideration,4,27,Consideration,1.0,1.0,No,0.5,2023,0.6
CUST0288,PROD012,Lead -> Awareness -> Consideration,3,17,Consideration,1.03,0.0,No,1.03,2024,0.63
CUST0288,PROD039,Lead -> Consideration -> Awareness -> Purchase,4,44,Purchase,1.03,1.03,No,1.03,2024,0.63
CUST0288,PROD047,Lead -> Awareness,2,10,Awareness,1.03,1.03,No,0.0,2024,0.63
CUST0290,PROD012,Lead -> Consideration -> Awareness -> Purchase -> Service,5,52,Service,1.0,0.0,Yes,0.6,2023,0.6
CUST0290,PROD032,Lead -> Awareness -> Consideration -> Purchase,4,33,Purchase,1.0,1.0,Yes,0.75,2023,0.6
CUST0291,PROD015,Lead -> Awareness -> Consideration -> Purchase,4,38,Purchase,1.03,0.0,Yes,0.77,2024,0.63
CUST0292,PROD002,Lead,1,0,Lead,1.0,1.0,No,1.0,2023,0.6
CUST0292,PROD030,Lead -> Awareness -> Service -> Consideration -> Purchase,5,36,Purchase,1.03,1.03,Yes,0.62,2024,0.63
CUST0292,PROD036,Lead -> Awareness,2,6,Awareness,1.0,1.0,No,1.0,2023,0.6
CUST0292,PROD042,Lead,1,0,Lead,1.03,0.0,No,1.03,2024,0.63
CUST0293,PROD022,Lead -> Awareness -> Consideration -> Purchase -> Service -> Loyalty,6,75,Loyalty,1.03,0.0,Yes,0.69,2024,0.63
CUST0293,PROD023,Lead -> Awareness -> Consideration -> Purchase -> Service,5,56,Service,1.0,0.0,Yes,0.8,2023,0.6
CUST0293,PROD023,Lead,1,0,Lead,1.0,1.0,No,1.0,2023,0.6
CUST0293,PROD033,Lead -> Awareness -> Consideration -> Service -> Purchase,5,41,Purchase,1.03,1.03,Yes,1.03,2024,0.63
CUST0293,PROD050,Lead -> Awareness -> Consideration,3,17,Consideration,1.0,1.0,No,0.67,2023,0.6
CUST0294,PROD005,Lead,1,0,Lead,1.03,1.03,No,1.03,2024,0.63
CUST0294,PROD006,Lead -> Awareness -> Consideration,3,29,Consideration,0.0,0.0,No,0.67,2023,0.6
CUST0294,PROD008,Lead -> Awareness,2,7,Awareness,1.03,1.03,No,0.52,2024,0.63
CUST0294,PROD021,Lead -> Awareness -> Purchase -> Consideration,4,15,Consideration,1.0,1.0,No,0.5,2023,0.6
CUST0295,PROD025,Lead -> Awareness -> Purchase -> Service -> Consideration,5,28,Consideration,1.0,0.0,Yes,0.4,2023,0.6
CUST0296,PROD048,Lead,1,0,Lead,0.0,0.0,No,1.03,2024,0.63
CUST0297,PROD039,Lead,1,0,Lead,1.03,1.03,No,1.03,2024,0.63
CUST0297,PROD044,Lead -> Awareness -> Consideration -> Service -> Purchase -> Loyalty,6,70,Loyalty,1.0,0.0,Yes,0.67,2023,0.6
CUST0297,PROD045,Lead -> Awareness -> Consideration -> Purchase,4,21,Purchase,1.0,0.0,Yes,0.75,2023,0.6
CUST0298,PROD004,Lead,1,0,Lead,1.0,1.0,No,1.0,2023,0.6
CUST0299,PROD022,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0299,PROD040,Lead -> Awareness -> Consideration,3,11,Consideration,1.03,1.03,No,0.69,2024,0.63
CUST0300,PROD008,Lead,1,0,Lead,0.0,0.0,No,1.03,2024,0.63
CUST0300,PROD012,Lead -> Awareness,2,9,Awareness,1.03,0.0,No,0.52,2024,0.63
CUST0301,PROD002,Lead -> Awareness -> Consideration,3,27,Consideration,1.03,0.0,No,1.03,2024,0.63
CUST0301,PROD022,Lead -> Consideration -> Awareness,3,14,Awareness,1.0,0.0,No,0.0,2023,0.6
CUST0301,PROD028,Lead -> Awareness -> Consideration -> Purchase,4,14,Purchase,1.0,1.0,No,0.5,2023,0.6
CUST0302,PROD002,Lead -> Awareness -> Consideration -> Purchase -> Service,5,39,Service,1.0,0.0,Yes,0.6,2023,0.6
CUST0302,PROD003,Lead,1,0,Lead,0.0,0.0,No,0.0,2024,0.63
CUST0302,PROD008,Lead -> Awareness -> Consideration,3,23,Consideration,1.0,0.0,No,0.33,2023,0.6
CUST0302,PROD009,Lead -> Awareness -> Consideration -> Purchase,4,41,Purchase,1.03,0.0,Yes,0.52,2024,0.63
CUST0302,PROD042,Lead -> Awareness,2,9,Awareness,1.03,0.0,No,0.52,2024,0.63
CUST0302,PROD044,Lead -> Awareness,2,11,Awareness,1.0,1.0,No,0.5,2023,0.6
CUST0302,PROD048,Lead -> Awareness -> Service -> Consideration -> Purchase -> Loyalty,6,65,Loyalty,0.0,0.0,Yes,0.5,2023,0.6
CUST0302,PROD049,Lead -> Awareness -> Purchase -> Consideration,4,23,Consideration,1.0,0.0,Yes,0.25,2023,0.6
CUST0303,PROD011,Lead,1,0,Lead,1.0,1.0,No,1.0,2023,0.6
CUST0303,PROD039,Lead,1,0,Lead,1.0,0.0,No,0.0,2023,0.6
CUST0305,PROD003,Lead -> Awareness -> Consideration -> Service -> Purchase,5,42,Purchase,1.03,0.0,Yes,0.62,2024,0.63
CUST0305,PROD025,Lead -> Awareness -> Consideration,3,18,Consideration,0.0,0.0,No,0.67,2023,0.6
CUST0306,PROD021,Lead,1,0,Lead,1.03,1.03,No,1.03,2024,0.63
CUST0306,PROD028,Lead,1,0,Lead,1.03,0.0,No,1.03,2024,0.63
CUST0306,PROD034,Lead -> Awareness,2,6,Awareness,1.0,1.0,No,0.0,2023,0.6
CUST0306,PROD043,Lead -> Awareness,2,4,Awareness,1.0,0.0,No,1.0,2023,0.6
CUST0306,PROD048,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0307,PROD005,Lead -> Consideration -> Awareness -> Purchase,4,21,Purchase,1.03,1.03,No,0.77,2024,0.63
CUST0307,PROD035,Lead -> Awareness -> Loyalty -> Consideration -> Purchase -> Service,6,60,Service,1.0,1.0,Yes,0.83,2023,0.6
CUST0308,PROD012,Lead -> Awareness,2,7,Awareness,1.0,0.0,No,1.0,2023,0.6
CUST0308,PROD012,Lead -> Consideration -> Awareness -> Purchase -> Service,5,36,Service,1.0,0.0,Yes,1.0,2023,0.6
CUST0308,PROD020,Lead -> Awareness -> Consideration -> Purchase,4,26,Purchase,1.03,0.0,Yes,0.52,2024,0.63
CUST0308,PROD020,Lead,1,0,Lead,1.03,0.0,No,1.03,2024,0.63
CUST0308,PROD036,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0309,PROD008,Lead -> Awareness,2,6,Awareness,1.0,0.0,No,0.0,2023,0.6
CUST0310,PROD006,Lead -> Awareness -> Purchase -> Consideration,4,30,Consideration,0.0,0.0,Yes,1.0,2023,0.6
CUST0310,PROD006,Lead,1,0,Lead,0.0,0.0,No,1.0,2023,0.6
CUST0310,PROD025,Lead -> Awareness -> Consideration,3,24,Consideration,1.0,1.0,No,1.0,2023,0.6
CUST0310,PROD033,Lead -> Awareness -> Consideration -> Purchase,4,32,Purchase,1.0,0.0,Yes,0.25,2023,0.6
CUST0312,PROD015,Lead -> Awareness,2,4,Awareness,1.0,0.0,No,1.0,2023,0.6
CUST0312,PROD041,Lead -> Awareness -> Consideration,3,26,Consideration,1.03,1.03,No,1.03,2024,0.63
CUST0313,PROD011,Lead -> Awareness -> Consideration -> Purchase -> Service,5,59,Service,1.0,0.0,Yes,0.4,2023,0.6
CUST0313,PROD012,Lead -> Awareness -> Consideration -> Purchase -> Service,5,60,Service,1.0,0.0,Yes,1.0,2023,0.6
CUST0313,PROD020,Lead,1,0,Lead,1.03,0.0,No,1.03,2024,0.63
CUST0314,PROD014,Lead -> Awareness,2,11,Awareness,1.0,1.0,No,0.5,2023,0.6
CUST0314,PROD016,Lead,1,0,Lead,1.0,1.0,No,0.0,2023,0.6
CUST0314,PROD020,Lead -> Awareness -> Consideration,3,14,Consideration,1.0,0.0,No,0.33,2023,0.6
CUST0314,PROD050,Lead -> Awareness -> Consideration,3,13,Consideration,0.0,0.0,No,0.69,2024,0.63
CUST0315,PROD034,Lead -> Awareness -> Consideration -> Purchase -> Service -> Loyalty -> Advocacy,7,77,Advocacy,1.03,0.0,Yes,0.74,2024,0.63
CUST0315,PROD037,Lead -> Awareness -> Consideration -> Purchase -> Service,5,43,Service,1.0,0.0,Yes,0.6,2023,0.6
CUST0315,PROD037,Lead,1,0,Lead,1.03,1.03,No,1.03,2024,0.63
CUST0315,PROD046,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0316,PROD002,Lead -> Awareness -> Consideration -> Purchase,4,21,Purchase,1.03,1.03,No,0.77,2024,0.63
CUST0316,PROD008,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0316,PROD033,Lead -> Consideration -> Awareness -> Service -> Purchase -> Loyalty -> Advocacy,7,66,Advocacy,1.03,1.03,Yes,0.88,2024,0.63
CUST0316,PROD045,Lead -> Consideration -> Awareness -> Purchase,4,18,Purchase,1.03,0.0,No,0.77,2024,0.63
CUST0318,PROD001,Lead -> Awareness,2,4,Awareness,1.0,1.0,No,1.0,2023,0.6
CUST0318,PROD012,Lead,1,0,Lead,1.03,1.03,No,1.03,2024,0.63
CUST0318,PROD012,Lead -> Awareness,2,14,Awareness,1.03,0.0,No,0.52,2024,0.63
CUST0318,PROD018,Lead -> Awareness,2,11,Awareness,1.0,1.0,No,1.0,2023,0.6
CUST0318,PROD022,Lead -> Awareness,2,12,Awareness,1.0,1.0,No,0.0,2023,0.6
CUST0318,PROD039,Lead -> Awareness,2,8,Awareness,1.0,0.0,No,0.5,2023,0.6
CUST0319,PROD003,Lead -> Awareness -> Loyalty -> Consideration -> Purchase -> Service,6,55,Service,1.03,0.0,Yes,0.69,2024,0.63
CUST0320,PROD017,Lead,1,0,Lead,1.0,1.0,No,1.0,2023,0.6
CUST0321,PROD004,Lead -> Awareness -> Consideration -> Purchase -> Loyalty -> Service,6,55,Service,0.0,0.0,Yes,0.17,2023,0.6
CUST0321,PROD014,Lead -> Awareness,2,10,Awareness,1.0,0.0,No,0.5,2023,0.6
CUST0321,PROD022,Lead -> Awareness -> Purchase -> Consideration,4,30,Consideration,1.03,0.0,Yes,0.77,2024,0.63
CUST0321,PROD050,Lead -> Awareness -> Loyalty -> Consideration -> Purchase -> Service,6,51,Service,1.0,0.0,Yes,0.33,2023,0.6
CUST0322,PROD002,Lead -> Awareness,2,8,Awareness,0.0,0.0,No,0.5,2023,0.6
CUST0322,PROD039,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0323,PROD011,Lead -> Awareness -> Consideration,3,17,Consideration,1.0,0.0,No,0.33,2023,0.6
CUST0323,PROD032,Lead,1,0,Lead,1.03,1.03,No,1.03,2024,0.63
CUST0323,PROD039,Lead -> Awareness,2,12,Awareness,0.0,0.0,No,1.0,2023,0.6
CUST0324,PROD014,Lead -> Awareness -> Purchase -> Consideration,4,25,Consideration,1.03,0.0,Yes,0.52,2024,0.63
CUST0324,PROD031,Lead -> Awareness -> Consideration -> Purchase -> Loyalty -> Service,6,59,Service,0.0,0.0,Yes,0.67,2023,0.6
CUST0325,PROD022,Lead -> Awareness -> Consideration -> Purchase,4,39,Purchase,1.03,1.03,Yes,0.52,2024,0.63
CUST0325,PROD028,Lead -> Awareness -> Consideration -> Purchase -> Service,5,60,Service,1.0,0.0,Yes,0.6,2023,0.6
CUST0325,PROD048,Lead -> Awareness -> Consideration,3,20,Consideration,1.03,0.0,No,1.03,2024,0.63
CUST0328,PROD001,Lead -> Awareness -> Consideration -> Purchase,4,41,Purchase,1.03,0.0,Yes,0.77,2024,0.63
CUST0328,PROD022,Lead -> Awareness -> Consideration,3,28,Consideration,0.0,0.0,No,0.69,2024,0.63
CUST0329,PROD046,Lead -> Consideration -> Awareness,3,10,Awareness,1.03,1.03,No,0.34,2024,0.63
CUST0330,PROD010,Lead -> Awareness -> Consideration,3,21,Consideration,1.03,0.0,No,0.69,2024,0.63
CUST0330,PROD039,Lead -> Awareness -> Purchase -> Consideration,4,29,Consideration,1.03,1.03,Yes,0.52,2024,0.63
CUST0331,PROD005,Lead -> Awareness -> Consideration -> Purchase,4,21,Purchase,1.03,1.03,No,0.26,2024,0.63
CUST0331,PROD009,Lead,1,0,Lead,1.03,0.0,No,1.03,2024,0.63
CUST0331,PROD014,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0331,PROD037,Lead -> Awareness,2,12,Awareness,1.0,0.0,No,1.0,2023,0.6
CUST0332,PROD006,Lead -> Awareness -> Service -> Consideration -> Purchase,5,42,Purchase,1.03,1.03,Yes,0.82,2024,0.63
CUST0332,PROD017,Lead -> Awareness,2,7,Awareness,1.0,1.0,No,1.0,2023,0.6
CUST0332,PROD036,Lead -> Awareness -> Service -> Purchase -> Consideration -> Loyalty,6,74,Loyalty,1.0,0.0,Yes,0.67,2023,0.6
CUST0332,PROD036,Lead -> Consideration -> Awareness,3,10,Awareness,1.0,0.0,No,0.33,2023,0.6
CUST0333,PROD029,Lead -> Awareness -> Consideration -> Service -> Purchase,5,39,Purchase,1.03,0.0,Yes,0.41,2024,0.63
CUST0334,PROD021,Lead -> Awareness,2,12,Awareness,1.03,0.0,No,0.52,2024,0.63
CUST0334,PROD027,Lead -> Awareness,2,14,Awareness,1.0,1.0,No,0.0,2023,0.6
CUST0334,PROD033,Lead -> Awareness -> Consideration -> Service -> Purchase,5,35,Purchase,1.0,0.0,Yes,0.6,2023,0.6
CUST0334,PROD040,Lead,1,0,Lead,1.0,0.0,No,0.0,2023,0.6
CUST0335,PROD044,Lead -> Awareness,2,8,Awareness,1.0,0.0,No,1.0,2023,0.6
CUST0335,PROD048,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0336,PROD021,Lead -> Awareness,2,12,Awareness,0.0,0.0,No,1.03,2024,0.63
CUST0337,PROD010,Lead -> Awareness -> Consideration -> Service -> Purchase -> Loyalty,6,60,Loyalty,0.0,0.0,Yes,0.69,2024,0.63
CUST0337,PROD043,Lead,1,0,Lead,0.0,0.0,No,0.0,2024,0.63
CUST0337,PROD048,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0338,PROD004,Lead -> Awareness -> Consideration,3,27,Consideration,0.0,0.0,No,1.0,2023,0.6
CUST0338,PROD031,Lead -> Awareness,2,14,Awareness,1.03,0.0,No,1.03,2024,0.63
CUST0338,PROD045,Lead,1,0,Lead,0.0,0.0,No,1.0,2023,0.6
CUST0339,PROD026,Lead,1,0,Lead,1.03,1.03,No,0.0,2024,0.63
CUST0340,PROD002,Lead,1,0,Lead,0.0,0.0,No,1.0,2023,0.6
CUST0340,PROD005,Lead -> Awareness -> Consideration -> Purchase,4,33,Purchase,1.0,0.0,Yes,0.75,2023,0.6
CUST0340,PROD005,Lead,1,0,Lead,1.03,0.0,No,1.03,2024,0.63
CUST0340,PROD008,Lead,1,0,Lead,1.0,1.0,No,0.0,2023,0.6
CUST0341,PROD004,Lead,1,0,Lead,1.0,1.0,No,1.0,2023,0.6
CUST0341,PROD007,Lead,1,0,Lead,1.0,1.0,No,1.0,2023,0.6
CUST0342,PROD034,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0342,PROD040,Lead,1,0,Lead,1.0,0.0,No,0.0,2023,0.6
CUST0342,PROD047,Lead,1,0,Lead,1.0,1.0,No,1.0,2023,0.6
CUST0343,PROD002,Lead -> Awareness,2,10,Awareness,1.03,1.03,No,0.52,2024,0.63
CUST0343,PROD003,Lead -> Awareness -> Consideration -> Purchase,4,38,Purchase,1.03,1.03,No,1.03,2024,0.63
CUST0343,PROD015,Lead -> Awareness -> Purchase -> Consideration -> Loyalty -> Service,6,55,Service,1.0,0.0,Yes,0.83,2023,0.6
CUST0343,PROD029,Lead -> Awareness -> Consideration -> Purchase,4,29,Purchase,1.0,1.0,No,0.5,2023,0.6
CUST0344,PROD001,Lead -> Awareness,2,11,Awareness,1.03,0.0,No,0.52,2024,0.63
CUST0344,PROD049,Lead -> Awareness,2,15,Awareness,1.0,0.0,No,0.5,2023,0.6
CUST0345,PROD047,Lead -> Awareness,2,6,Awareness,1.03,1.03,No,0.0,2024,0.63
CUST0346,PROD017,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0346,PROD040,Lead,1,0,Lead,1.0,0.0,No,1.0,2023,0.6
CUST0347,PROD024,Lead -> Awareness,2,8,Awareness,1.03,0.0,No,0.52,2024,0.63
CUST0348,PROD006,Lead -> Awareness -> Consideration,3,26,Consideration,1.03,0.0,No,0.34,2024,0.63
CUST0348,PROD009,Lead -> Awareness,2,5,Awareness,1.0,1.0,No,1.0,2023,0.6
CUST0348,PROD014,Lead -> Awareness -> Consideration -> Purchase -> Service,5,39,Service,1.0,1.0,Yes,0.6,2023,0.6
CUST0348,PROD026,Lead -> Awareness,2,9,Awareness,1.03,0.0,No,1.03,2024,0.63
