customer_id,segment_name,segment_description,total_spent,total_transactions,avg_quantity_per_transaction,recency_days,num_returns,avg_sentiment_score,is_churned,customer_age,customer_gender,customer_location_region,assigned_year
CUST0754,Loyal,"Consistent purchasers, frequent interactions.",2796655.65,6,2.57,25,1,1.0,0,48,Male,Nairobi,2023
CUST0870,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3174529.2,5,2.06,12,4,0.14,0,35,Female,Eldoret,2023
CUST0895,High-Value,Customers with high total spending and frequent purchases.,3534593.48,8,1.69,42,0,0.87,0,44,Female,Nairobi,2023
CUST0357,Loyal,"Consistent purchasers, frequent interactions.",3518680.01,6,2.16,66,2,0.6,0,64,Other,Mombasa,2023
CUST0877,High-Value,Customers with high total spending and frequent purchases.,4414579.88,10,2.05,2,4,0.11,0,47,Male,Kisumu,2023
CUST0386,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2503711.37,6,1.53,85,4,0.67,1,61,Male,Nairobi,2023
CUST0440,Loyal,"Consistent purchasers, frequent interactions.",3724284.66,9,1.81,8,2,0.76,1,37,Male,Kisumu,2023
CUST0544,New,"Recently acquired customers, often with 1-2 purchases.",5852951.13,10,2.14,91,1,0.69,0,75,Male,Nakuru,2023
CUST0557,New,"Recently acquired customers, often with 1-2 purchases.",2326538.32,3,2.1,388,2,1.0,1,50,Male,Kisumu,2023
CUST0537,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2325342.34,5,1.92,22,2,0.71,1,52,Female,Mombasa,2023
CUST0985,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1840414.84,3,2.25,293,3,0.5,1,71,Other,Eldoret,2023
CUST0247,New,"Recently acquired customers, often with 1-2 purchases.",3578516.5,6,1.65,126,3,0.57,0,55,Other,Eldoret,2023
CUST0011,New,"Recently acquired customers, often with 1-2 purchases.",3226477.0,6,1.77,94,3,0.8,0,44,Other,Nairobi,2024
CUST0108,High-Value,Customers with high total spending and frequent purchases.,4317886.69,8,2.0,12,3,0.67,0,67,Male,Nairobi,2023
CUST0251,Promising,Newer customers with high initial engagement or spending potential.,1127614.45,5,1.33,55,1,1.0,0,46,Female,Nakuru,2023
CUST0171,New,"Recently acquired customers, often with 1-2 purchases.",272072.49,2,1.5,95,1,0.33,0,33,Male,Nairobi,2023
CUST0702,New,"Recently acquired customers, often with 1-2 purchases.",3607686.67,5,2.22,103,1,0.75,0,22,Female,Nairobi,2023
CUST0258,New,"Recently acquired customers, often with 1-2 purchases.",4824643.26,8,2.35,116,4,0.75,0,22,Other,Eldoret,2023
CUST0990,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3183521.48,5,1.53,466,3,0.6,1,75,Other,Kisumu,2023
CUST0035,Promising,Newer customers with high initial engagement or spending potential.,789428.99,4,1.4,0,0,1.0,0,37,Female,Nairobi,2023
CUST0273,High-Value,Customers with high total spending and frequent purchases.,1275505.59,4,1.9,136,1,1.0,0,36,Female,Nakuru,2023
CUST0298,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",555196.42,1,2.0,480,1,0.6,0,73,Male,Nakuru,2023
CUST0132,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",614255.79,3,1.71,241,1,1.0,0,27,Male,Nairobi,2023
CUST0722,New,"Recently acquired customers, often with 1-2 purchases.",2294462.3,7,1.94,195,4,0.33,0,57,Female,Eldoret,2023
CUST0182,Promising,Newer customers with high initial engagement or spending potential.,3543091.68,5,2.12,36,2,0.8,0,74,Male,Nairobi,2023
CUST0572,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3201928.78,7,1.82,71,3,0.64,1,65,Male,Eldoret,2023
CUST0032,High-Value,Customers with high total spending and frequent purchases.,56746.29,1,3.0,13,0,0.0,0,50,Other,Eldoret,2023
CUST0165,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2008811.04,2,2.1,146,1,1.0,0,33,Other,Nakuru,2023
CUST0503,Loyal,"Consistent purchasers, frequent interactions.",2677744.21,4,2.21,80,1,0.71,0,45,Other,Kisumu,2023
CUST0909,New,"Recently acquired customers, often with 1-2 purchases.",1185874.45,3,1.5,588,4,0.33,0,69,Female,Nakuru,2023
CUST0918,Loyal,"Consistent purchasers, frequent interactions.",4369977.06,8,2.11,26,3,0.5,0,32,Other,Nakuru,2023
CUST0497,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3524774.66,7,1.96,113,4,0.62,1,18,Male,Nairobi,2023
CUST0383,Promising,Newer customers with high initial engagement or spending potential.,2612178.75,5,1.86,50,2,0.78,0,69,Male,Mombasa,2023
CUST0478,High-Value,Customers with high total spending and frequent purchases.,4672824.79,9,1.6,14,4,0.45,1,29,Other,Nairobi,2023
CUST0215,New,"Recently acquired customers, often with 1-2 purchases.",1727460.95,4,2.0,93,2,0.71,1,66,Male,Eldoret,2023
CUST0636,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2658517.28,8,2.06,316,3,0.25,1,59,Other,Eldoret,2023
CUST0489,New,"Recently acquired customers, often with 1-2 purchases.",2137275.58,5,1.85,55,1,0.67,1,18,Other,Mombasa,2023
CUST0291,New,"Recently acquired customers, often with 1-2 purchases.",3848406.52,9,1.8,96,2,1.0,0,48,Female,Nakuru,2023
CUST0921,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2947643.77,7,1.83,97,4,0.38,0,23,Female,Nairobi,2023
CUST0411,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1867964.06,4,2.0,400,2,-0.33,1,70,Male,Nairobi,2023
CUST0142,Loyal,"Consistent purchasers, frequent interactions.",992297.04,3,2.11,138,1,1.0,0,58,Male,Mombasa,2023
CUST0227,Promising,Newer customers with high initial engagement or spending potential.,1208947.65,3,1.5,2,0,0.6,0,44,Male,Eldoret,2023
CUST0263,High-Value,Customers with high total spending and frequent purchases.,3187487.06,8,2.07,47,5,0.54,0,24,Male,Eldoret,2023
CUST0367,High-Value,Customers with high total spending and frequent purchases.,4114591.45,6,1.63,37,3,0.8,1,64,Other,Kisumu,2024
CUST0138,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1941586.52,4,1.45,213,2,0.43,0,65,Other,Eldoret,2024
CUST0297,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2382779.15,7,2.2,206,3,0.5,0,36,Other,Eldoret,2023
CUST0849,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3785296.6,7,2.32,133,1,0.86,1,34,Other,Nairobi,2023
CUST0454,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",4674912.97,8,2.0,233,3,-0.11,1,32,Other,Mombasa,2023
CUST0400,High-Value,Customers with high total spending and frequent purchases.,3456819.17,6,2.05,19,2,0.5,1,35,Other,Eldoret,2023
CUST0294,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1768497.53,5,2.0,88,2,1.0,1,31,Male,Nakuru,2023
CUST0863,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3281367.25,7,2.0,256,2,0.5,1,23,Male,Eldoret,2023
CUST0363,Loyal,"Consistent purchasers, frequent interactions.",2725176.42,5,2.41,20,1,0.82,0,69,Female,Eldoret,2023
CUST0779,Loyal,"Consistent purchasers, frequent interactions.",3674900.64,4,2.12,25,2,0.8,0,43,Female,Nairobi,2023
CUST0609,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2709335.31,8,1.9,79,6,0.0,0,61,Female,Nairobi,2023
CUST0892,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1674410.65,6,1.87,103,4,0.33,0,19,Other,Nakuru,2023
CUST0656,Loyal,"Consistent purchasers, frequent interactions.",1471916.77,5,1.75,171,1,0.33,0,47,Other,Nakuru,2023
CUST0190,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2905370.57,5,2.09,126,1,-0.14,0,25,Female,Eldoret,2023
CUST0070,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1521076.47,4,1.6,361,2,1.0,1,51,Male,Mombasa,2023
CUST0088,Promising,Newer customers with high initial engagement or spending potential.,999088.39,5,2.11,20,1,1.0,0,58,Female,Mombasa,2023
CUST0156,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2428557.84,5,1.64,63,3,0.56,1,56,Other,Eldoret,2023
CUST0364,High-Value,Customers with high total spending and frequent purchases.,2688320.21,6,1.75,38,7,0.17,0,19,Other,Eldoret,2023
CUST0281,Loyal,"Consistent purchasers, frequent interactions.",6111119.93,9,2.5,30,4,1.0,0,61,Female,Nairobi,2023
CUST0894,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2982140.66,5,1.84,255,2,0.82,0,35,Other,Nakuru,2023
CUST0479,Promising,Newer customers with high initial engagement or spending potential.,2637947.17,3,1.75,32,1,0.6,0,27,Female,Nakuru,2023
CUST0794,Promising,Newer customers with high initial engagement or spending potential.,2264627.55,3,1.78,0,2,0.67,0,33,Male,Mombasa,2023
CUST0791,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2235301.24,8,1.48,181,6,0.23,1,56,Other,Kisumu,2023
CUST0977,Promising,Newer customers with high initial engagement or spending potential.,2039341.58,5,2.07,16,1,1.0,0,52,Male,Nakuru,2023
CUST0037,High-Value,Customers with high total spending and frequent purchases.,4400389.05,7,1.75,9,3,0.85,1,75,Other,Eldoret,2023
CUST0964,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",363962.05,2,1.5,657,1,1.0,0,56,Other,Nakuru,2023
CUST0173,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",4767009.53,7,2.1,259,2,0.25,1,38,Female,Nakuru,2023
CUST0532,New,"Recently acquired customers, often with 1-2 purchases.",2767201.55,5,2.29,319,3,0.14,0,63,Other,Eldoret,2023
CUST0826,Promising,Newer customers with high initial engagement or spending potential.,1996505.97,5,1.36,114,1,1.0,0,37,Male,Nakuru,2023
CUST0677,Promising,Newer customers with high initial engagement or spending potential.,1669690.55,5,1.85,46,1,0.6,0,26,Female,Eldoret,2023
CUST0415,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2966302.17,7,1.74,243,4,0.54,0,20,Male,Nairobi,2023
CUST0301,High-Value,Customers with high total spending and frequent purchases.,2604040.87,7,1.93,45,2,0.0,0,69,Female,Eldoret,2023
CUST0893,New,"Recently acquired customers, often with 1-2 purchases.",3892948.01,9,1.8,409,4,0.82,1,48,Other,Nakuru,2023
CUST0691,Promising,Newer customers with high initial engagement or spending potential.,2174258.22,5,1.76,21,2,0.67,0,75,Other,Nakuru,2023
CUST0012,High-Value,Customers with high total spending and frequent purchases.,2566506.38,6,1.87,46,0,0.78,0,66,Female,Kisumu,2023
CUST0010,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2051717.4,4,1.75,773,3,0.67,1,58,Other,Kisumu,2023
CUST0197,Promising,Newer customers with high initial engagement or spending potential.,1150919.06,3,1.91,9,2,1.0,0,72,Male,Eldoret,2024
CUST0665,High-Value,Customers with high total spending and frequent purchases.,5667965.34,10,1.88,4,7,0.5,1,64,Female,Nakuru,2023
CUST0620,Promising,Newer customers with high initial engagement or spending potential.,1928071.26,4,1.69,48,1,0.0,0,60,Male,Nairobi,2023
CUST0770,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3464840.63,7,1.76,130,2,0.6,1,39,Male,Nakuru,2023
CUST0617,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3407595.22,5,2.25,75,3,0.25,1,71,Male,Mombasa,2023
CUST0344,New,"Recently acquired customers, often with 1-2 purchases.",995847.16,2,1.71,589,5,0.0,1,67,Female,Mombasa,2023
CUST0317,Loyal,"Consistent purchasers, frequent interactions.",2843766.96,7,1.86,47,3,0.27,1,36,Male,Eldoret,2023
CUST0172,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2768978.13,8,1.83,76,3,0.57,1,37,Male,Nairobi,2023
CUST0449,New,"Recently acquired customers, often with 1-2 purchases.",2564944.8,4,2.0,41,4,0.0,0,35,Male,Eldoret,2023
CUST0945,High-Value,Customers with high total spending and frequent purchases.,1635174.7,6,1.69,23,0,1.0,0,60,Female,Mombasa,2023
CUST0804,Promising,Newer customers with high initial engagement or spending potential.,1606223.44,2,2.0,19,2,0.5,0,57,Female,Nakuru,2023
CUST0875,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3640154.79,6,2.33,309,4,0.78,1,22,Male,Kisumu,2023
CUST0427,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2547925.5,5,2.0,273,2,0.6,0,53,Female,Eldoret,2023
CUST0469,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1399679.01,3,1.42,655,1,0.2,0,29,Female,Kisumu,2023
CUST0575,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3270272.95,6,1.94,147,2,0.6,1,29,Other,Mombasa,2024
CUST0031,Loyal,"Consistent purchasers, frequent interactions.",3883061.29,10,2.0,29,5,0.27,0,37,Male,Nakuru,2023
CUST0667,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2264266.79,6,1.62,155,2,0.78,0,45,Other,Mombasa,2023
CUST0724,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1968860.9,7,1.56,260,2,1.0,0,75,Other,Eldoret,2023
CUST0036,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3306410.17,7,1.85,132,0,1.0,0,26,Female,Kisumu,2024
CUST0354,High-Value,Customers with high total spending and frequent purchases.,5319824.02,8,1.66,56,6,0.56,0,19,Other,Kisumu,2023
CUST0018,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1784836.92,6,2.08,198,1,0.75,0,30,Other,Nakuru,2023
CUST0213,New,"Recently acquired customers, often with 1-2 purchases.",2978797.21,8,2.1,99,5,0.17,0,38,Male,Nairobi,2023
CUST0584,High-Value,Customers with high total spending and frequent purchases.,5047669.69,8,2.35,11,2,0.73,0,41,Male,Nairobi,2023
CUST0732,High-Value,Customers with high total spending and frequent purchases.,1455289.87,6,1.71,25,2,0.71,0,48,Other,Eldoret,2023
CUST0321,High-Value,Customers with high total spending and frequent purchases.,3906945.29,9,2.1,45,5,0.45,0,21,Male,Eldoret,2023
CUST0756,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",627255.17,3,2.83,259,1,1.0,1,34,Male,Kisumu,2023
CUST0811,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2720037.67,5,1.8,255,2,0.71,0,61,Other,Eldoret,2023
CUST0017,High-Value,Customers with high total spending and frequent purchases.,2562354.01,6,1.44,27,2,0.64,0,58,Other,Mombasa,2023
CUST0731,New,"Recently acquired customers, often with 1-2 purchases.",3038517.37,6,2.16,185,4,0.25,1,53,Other,Nairobi,2023
CUST0089,Loyal,"Consistent purchasers, frequent interactions.",785377.57,3,1.5,118,1,0.33,0,20,Other,Kisumu,2023
CUST0329,Loyal,"Consistent purchasers, frequent interactions.",2266101.4,5,1.75,46,1,0.8,0,73,Female,Mombasa,2023
CUST0151,Promising,Newer customers with high initial engagement or spending potential.,1349521.37,6,1.5,85,2,1.0,0,33,Male,Nairobi,2023
CUST0458,Promising,Newer customers with high initial engagement or spending potential.,2016248.75,3,1.82,65,1,1.0,0,20,Female,Kisumu,2023
CUST0159,New,"Recently acquired customers, often with 1-2 purchases.",2034501.27,4,1.73,114,2,0.75,0,67,Female,Mombasa,2023
CUST0533,High-Value,Customers with high total spending and frequent purchases.,2510356.5,6,1.82,31,0,1.0,1,61,Male,Kisumu,2023
CUST0053,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1248687.84,5,1.64,227,5,0.6,0,47,Female,Kisumu,2023
CUST0401,Promising,Newer customers with high initial engagement or spending potential.,1003557.26,2,2.0,42,0,0.5,0,32,Male,Nakuru,2023
CUST0692,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1471207.09,4,1.8,232,2,0.71,0,42,Female,Eldoret,2023
CUST0884,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",683638.18,2,2.0,181,0,1.0,0,61,Other,Eldoret,2023
CUST0377,High-Value,Customers with high total spending and frequent purchases.,3610539.83,11,1.89,34,2,0.5,0,71,Other,Nakuru,2023
CUST0501,High-Value,Customers with high total spending and frequent purchases.,3976150.19,8,1.7,112,0,0.69,0,69,Other,Kisumu,2023
CUST0598,High-Value,Customers with high total spending and frequent purchases.,2541815.48,8,2.22,10,1,0.56,0,68,Female,Eldoret,2023
CUST0641,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",4049907.5,9,1.79,103,4,0.47,0,63,Male,Mombasa,2023
CUST0683,Promising,Newer customers with high initial engagement or spending potential.,1077782.05,4,1.9,134,1,1.0,0,75,Male,Eldoret,2023
CUST0573,Loyal,"Consistent purchasers, frequent interactions.",2891316.87,5,1.89,16,1,1.0,0,26,Female,Mombasa,2024
CUST0961,Loyal,"Consistent purchasers, frequent interactions.",1067497.93,4,1.64,43,0,1.0,0,49,Other,Eldoret,2023
CUST0552,Loyal,"Consistent purchasers, frequent interactions.",1996933.12,5,1.67,26,1,0.71,0,32,Other,Nakuru,2023
CUST0998,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1443363.89,2,1.86,281,0,1.0,0,62,Female,Kisumu,2023
CUST0541,New,"Recently acquired customers, often with 1-2 purchases.",1346147.47,1,2.4,476,1,0.33,0,64,Male,Mombasa,2023
CUST0781,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2771589.68,5,2.33,64,2,0.5,1,73,Female,Eldoret,2023
CUST0648,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2583047.31,4,1.71,252,0,1.0,1,46,Other,Nakuru,2023
CUST0899,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1982830.51,4,1.77,227,1,1.0,0,67,Female,Kisumu,2023
CUST0738,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2389991.25,8,1.58,217,1,0.6,0,18,Other,Mombasa,2023
CUST0616,Promising,Newer customers with high initial engagement or spending potential.,3216972.94,4,1.85,0,1,0.25,0,34,Male,Eldoret,2023
CUST0468,New,"Recently acquired customers, often with 1-2 purchases.",3497600.48,5,2.13,238,1,0.78,0,38,Male,Eldoret,2023
CUST0413,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2272439.34,6,1.44,143,1,0.8,1,27,Other,Eldoret,2023
CUST0222,Promising,Newer customers with high initial engagement or spending potential.,1050734.48,2,1.75,74,1,1.0,0,18,Male,Nakuru,2024
CUST0024,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1252683.69,5,1.36,275,3,1.0,1,70,Male,Nairobi,2023
CUST0517,Loyal,"Consistent purchasers, frequent interactions.",1777693.76,4,2.29,26,1,0.71,0,41,Other,Mombasa,2023
CUST0726,Loyal,"Consistent purchasers, frequent interactions.",1421391.22,2,2.75,169,0,1.0,0,29,Female,Kisumu,2023
CUST0525,New,"Recently acquired customers, often with 1-2 purchases.",2888478.71,5,2.0,144,4,0.11,1,48,Other,Kisumu,2023
CUST0345,Loyal,"Consistent purchasers, frequent interactions.",2987241.79,10,1.79,2,4,0.65,0,60,Other,Kisumu,2023
CUST0008,Promising,Newer customers with high initial engagement or spending potential.,3532373.15,5,1.86,18,1,0.67,0,56,Male,Nakuru,2023
CUST0891,High-Value,Customers with high total spending and frequent purchases.,4363671.75,8,1.96,16,4,0.5,0,73,Other,Kisumu,2023
CUST0006,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1646834.09,3,2.0,257,3,0.67,1,38,Other,Kisumu,2023
CUST0502,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1350071.86,4,1.8,135,2,0.2,1,57,Male,Nakuru,2023
CUST0412,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3178986.53,5,2.37,92,3,0.8,0,29,Male,Kisumu,2023
CUST0051,New,"Recently acquired customers, often with 1-2 purchases.",2997701.92,5,2.1,5,3,0.33,0,71,Male,Mombasa,2023
CUST0708,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2932525.28,4,2.0,388,1,0.75,1,25,Female,Nakuru,2023
CUST0788,Loyal,"Consistent purchasers, frequent interactions.",4105517.91,9,1.93,15,4,0.76,0,35,Male,Eldoret,2023
CUST0888,High-Value,Customers with high total spending and frequent purchases.,3706571.95,6,1.71,56,3,0.83,0,42,Female,Kisumu,2023
CUST0853,High-Value,Customers with high total spending and frequent purchases.,4407707.23,10,2.0,1,2,0.75,1,39,Other,Nakuru,2023
CUST0529,Loyal,"Consistent purchasers, frequent interactions.",1909508.98,6,1.53,1,3,0.33,0,51,Female,Kisumu,2023
CUST0030,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2175441.45,7,1.42,91,3,0.73,0,53,Other,Nakuru,2023
CUST0923,High-Value,Customers with high total spending and frequent purchases.,4544603.25,10,1.72,2,7,0.4,0,53,Male,Mombasa,2023
CUST0943,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3858425.67,6,1.91,439,2,0.6,0,37,Other,Kisumu,2023
CUST0946,New,"Recently acquired customers, often with 1-2 purchases.",2722172.47,6,2.0,72,2,0.67,1,21,Other,Kisumu,2023
CUST0912,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1356461.94,4,1.9,112,2,0.6,0,61,Female,Nakuru,2023
CUST0423,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2865263.99,8,1.65,219,7,0.09,0,30,Male,Nakuru,2023
CUST0015,Promising,Newer customers with high initial engagement or spending potential.,2340099.39,5,2.2,53,2,0.6,0,46,Female,Nakuru,2023
CUST0526,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",5825075.39,10,1.76,94,3,0.47,0,56,Other,Nakuru,2023
CUST0817,New,"Recently acquired customers, often with 1-2 purchases.",2405405.52,4,1.87,212,2,1.0,0,61,Male,Mombasa,2023
CUST0167,Loyal,"Consistent purchasers, frequent interactions.",2528805.34,6,1.79,176,2,0.67,0,65,Other,Eldoret,2023
CUST0046,Promising,Newer customers with high initial engagement or spending potential.,2016163.19,5,1.93,5,1,0.78,0,36,Other,Kisumu,2024
CUST0881,Promising,Newer customers with high initial engagement or spending potential.,1132786.68,2,1.5,26,1,1.0,0,29,Other,Nairobi,2023
CUST0034,High-Value,Customers with high total spending and frequent purchases.,3902525.98,10,1.97,15,4,0.6,0,49,Other,Mombasa,2023
CUST0854,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2505931.07,9,2.0,65,4,0.25,1,65,Female,Nairobi,2023
CUST0664,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2403741.34,2,2.5,289,0,1.0,1,24,Female,Nakuru,2023
CUST0153,High-Value,Customers with high total spending and frequent purchases.,5243190.04,11,1.97,0,7,0.58,0,27,Male,Mombasa,2023
CUST0807,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3124088.96,6,1.94,149,1,0.8,1,55,Other,Nairobi,2023
CUST0850,High-Value,Customers with high total spending and frequent purchases.,6292099.72,10,1.69,33,2,0.82,0,25,Male,Kisumu,2023
CUST0421,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",4458725.39,11,1.69,254,1,0.73,0,19,Male,Nairobi,2023
CUST0681,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",813872.77,6,1.45,228,0,1.0,0,41,Male,Mombasa,2023
CUST0601,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1316260.91,4,2.22,397,1,0.0,1,21,Other,Nairobi,2023
CUST0062,Loyal,"Consistent purchasers, frequent interactions.",1989380.18,4,1.83,53,1,0.67,0,44,Female,Nakuru,2023
CUST0001,High-Value,Customers with high total spending and frequent purchases.,4122258.73,9,2.1,33,3,0.5,0,23,Male,Kisumu,2023
CUST0696,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",3041291.95,7,1.29,215,5,0.54,1,37,Other,Nakuru,2023
CUST0209,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2579087.64,4,1.92,388,0,1.0,1,49,Other,Nairobi,2023
CUST0795,High-Value,Customers with high total spending and frequent purchases.,5260353.86,13,1.76,36,1,1.0,0,41,Male,Nakuru,2023
CUST0761,Promising,Newer customers with high initial engagement or spending potential.,3479844.95,5,2.27,85,2,0.33,0,35,Male,Nakuru,2023
CUST0813,Promising,Newer customers with high initial engagement or spending potential.,1037139.62,2,1.6,14,0,1.0,0,35,Male,Kisumu,2023
CUST0392,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1722520.2,4,1.75,184,1,1.0,0,37,Female,Kisumu,2023
CUST0935,Loyal,"Consistent purchasers, frequent interactions.",1782528.14,4,2.25,51,1,0.67,0,48,Other,Eldoret,2023
CUST0869,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",541752.5,2,2.33,299,1,-1.0,1,40,Male,Kisumu,2023
CUST0245,Loyal,"Consistent purchasers, frequent interactions.",3680893.74,5,2.0,22,2,0.8,0,70,Other,Nairobi,2023
CUST0539,Loyal,"Consistent purchasers, frequent interactions.",2738929.29,5,1.95,99,1,1.0,0,19,Male,Nakuru,2023
CUST0879,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",358268.16,2,2.0,399,0,1.0,0,59,Male,Nairobi,2023
CUST0661,High-Value,Customers with high total spending and frequent purchases.,3522051.7,8,1.85,9,2,0.6,0,68,Male,Mombasa,2023
CUST0340,Loyal,"Consistent purchasers, frequent interactions.",2255043.02,5,2.27,5,1,0.78,0,29,Female,Mombasa,2023
CUST0631,New,"Recently acquired customers, often with 1-2 purchases.",2313518.7,5,1.79,189,2,0.6,1,35,Other,Nairobi,2023
CUST0658,New,"Recently acquired customers, often with 1-2 purchases.",3801794.88,7,1.86,96,2,0.83,0,32,Female,Nairobi,2023
CUST0887,New,"Recently acquired customers, often with 1-2 purchases.",1891727.63,6,1.92,114,2,1.0,0,22,Other,Kisumu,2023
CUST0420,Promising,Newer customers with high initial engagement or spending potential.,2864002.42,4,2.9,180,2,0.5,0,60,Female,Nakuru,2023
CUST0482,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2251288.56,3,2.64,142,2,0.33,1,57,Male,Nakuru,2023
CUST0523,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",1505348.75,2,2.0,398,1,0.5,1,44,Female,Nairobi,2023
CUST0375,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2674005.41,5,1.62,34,3,0.75,1,71,Male,Nakuru,2023
CUST0177,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",2831166.08,8,1.87,121,3,0.4,0,31,Female,Nairobi,2023
CUST0013,High-Value,Customers with high total spending and frequent purchases.,1761512.3,6,1.71,35,1,1.0,0,38,Male,Eldoret,2023
CUST0275,Loyal,"Consistent purchasers, frequent interactions.",1119236.53,5,1.36,61,1,0.75,0,41,Female,Nakuru,2023
CUST0246,New,"Recently acquired customers, often with 1-2 purchases.",1003430.44,4,1.56,195,3,-0.33,0,22,Male,Nakuru,2023
CUST0261,Loyal,"Consistent purchasers, frequent interactions.",1927391.38,5,1.5,25,0,0.75,0,40,Male,Kisumu,2023
CUST0618,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",885614.45,5,1.64,33,2,0.5,1,72,Male,Nakuru,2023
CUST0765,New,"Recently acquired customers, often with 1-2 purchases.",2818700.71,9,1.96,239,3,0.87,1,57,Female,Nairobi,2023
CUST0841,New,"Recently acquired customers, often with 1-2 purchases.",1723162.66,5,1.93,252,2,0.6,0,57,Male,Nakuru,2023
CUST0676,Promising,Newer customers with high initial engagement or spending potential.,1996876.93,3,1.6,12,1,1.0,0,47,Male,Nairobi,2023
CUST0169,Churn Risk,"Customers showing signs of disengagement, high recency or returns.",984499.89,3,1.36,164,1,0.6,1,73,Male,Mombasa,2023
CUST0072,Loyal,"Consistent purchasers, frequent interactions.",3081795.27,4,2.07,34,0,1.0,0,31,Other,Nakuru,2023
